id,region,product,amount
341748,West,Widget,7.86
341749,South,Doohickey,9.26
341750,North,Doohickey,5.21
341751,West,Widget,4.62
341752,North,Doohickey,5.76
341753,North,Doohickey,9.82
341754,South,Doohickey,6.92
341755,South,Gadget,2.06
341756,South,Gizmo,1.24
341757,East,Widget,9.39
341758,South,Gadget,8.29
341759,East,Doohickey,3.72
341760,East,Widget,1.26
341761,South,Gadget,0.84
341762,West,Gizmo,4.41
341763,East,Widget,3.08
341764,West,Doohickey,9.95
341765,North,Doohickey,0.74
341766,North,Gadget,3.41
341767,East,Gadget,0.95
341768,North,Doohickey,4.43
341769,East,Gadget,8.84
341770,South,Gizmo,6.12
341771,East,Widget,4.34
341772,North,Doohickey,9.74
341773,North,Gizmo,9.22
341774,East,Gizmo,3.05
341775,East,Doohickey,3.38
341776,East,Widget,0.09
341777,South,Doohickey,6.43
341778,South,Doohickey,7.32
341779,South,Gadget,0.32
341780,South,Gadget,6.12
341781,East,Widget,1.59
341782,East,Gadget,4.36
341783,North,Doohickey,7.25
341784,South,Widget,0.47
341785,South,Doohickey,6.51
341786,East,Gadget,1.97
341787,South,Gadget,1.75
341788,South,Doohickey,6.35
341789,East,Doohickey,6.16
341790,East,Gizmo,6.73
341791,North,Gizmo,1.87
341792,West,Doohickey,6.27
341793,East,Widget,2.31
341794,East,Doohickey,5.06
341795,North,Doohickey,4.68
341796,East,Gadget,0.84
341797,South,Widget,3.59
341798,West,Gadget,0.16
341799,South,Gadget,4.98
341800,East,Gadget,9.63
341801,North,Doohickey,0.11
341802,North,Doohickey,8.1
341803,North,Gizmo,3.22
341804,South,Gadget,9.01
341805,East,Gadget,2.61
341806,South,Doohickey,9.15
341807,North,Gadget,4.29
341808,West,Doohickey,4.07
341809,East,Gizmo,9.37
341810,North,Doohickey,2.79
341811,East,Doohickey,1.2
341812,North,Widget,4.47
341813,West,Doohickey,5.89
341814,West,Doohickey,7.36
341815,North,Widget,0.38
341816,South,Gadget,6.27
341817,West,Doohickey,5.48
341818,North,Widget,7.87
341819,South,Widget,7.53
341820,North,Doohickey,4.71
341821,West,Gizmo,0.9
341822,South,Gizmo,7.88
341823,West,Widget,5.83
341824,North,Gadget,4.85
341825,North,Gadget,0.02
341826,South,Doohickey,4.06
341827,North,Doohickey,0.37
341828,South,Gadget,0.17
341829,East,Doohickey,0.81
341830,East,Gadget,4.19
341831,East,Gizmo,5.68
341832,East,Gizmo,0.98
341833,North,Gizmo,3.54
341834,West,Gizmo,2.3
341835,South,Gadget,5.13
341836,West,Gizmo,7.69
341837,West,Widget,0.45
341838,South,Widget,6.77
341839,North,Gizmo,4.17
341840,South,Gadget,5.95
341841,North,Doohickey,5.91
341842,East,Gizmo,9.97
341843,South,Gadget,1.19
341844,North,Gadget,3.43
341845,South,Gadget,2.25
341846,North,Widget,0.36
341847,South,Gadget,2.77
341848,North,Gizmo,0.64
341849,East,Doohickey,9.22
341850,West,Gizmo,0.47
341851,West,Widget,2.46
341852,South,Gadget,0.17
341853,South,Widget,7.34
341854,South,Doohickey,6.94
341855,South,Doohickey,4.47
341856,South,Widget,1.95
341857,West,Gadget,8.16
341858,East,Widget,0.8
341859,North,Widget,6.71
341860,East,Widget,4.0
341861,West,Widget,6.54
341862,North,Widget,9.3
341863,West,Gadget,9.4
341864,West,Widget,1.04
341865,North,Gadget,3.01
341866,North,Gizmo,2.42
341867,South,Gizmo,8.71
341868,North,Gizmo,5.53
341869,East,Doohickey,6.49
341870,South,Doohickey,0.35
341871,North,Doohickey,6.73
341872,East,Gizmo,8.59
341873,North,Gadget,0.13
341874,South,Widget,0.19
341875,East,Doohickey,2.12
341876,East,Widget,0.34
341877,East,Widget,5.81
341878,West,Gizmo,2.99
341879,North,Gadget,7.83
341880,East,Gizmo,1.93
341881,East,Widget,4.96
341882,West,Gadget,4.53
341883,South,Doohickey,5.19
341884,West,Gadget,4.05
341885,South,Doohickey,6.23
341886,West,Widget,5.8
341887,West,Widget,5.77
341888,East,Widget,9.07
341889,West,Gizmo,2.65
341890,West,Gadget,1.74
341891,South,Gizmo,5.28
341892,East,Widget,6.61
341893,North,Doohickey,3.87
341894,East,Gadget,9.2
341895,West,Widget,6.04
341896,East,Gizmo,4.66
341897,South,Widget,1.12
341898,North,Doohickey,7.45
341899,North,Doohickey,7.09
341900,West,Doohickey,1.13
341901,North,Gizmo,5.44
341902,South,Gizmo,7.46
341903,East,Gizmo,3.63
341904,East,Gadget,2.88
341905,South,Doohickey,1.77
341906,East,Gizmo,8.23
341907,South,Gizmo,9.79
341908,North,Gadget,2.1
341909,South,Gizmo,4.57
341910,West,Widget,1.25
341911,North,Gadget,1.38
341912,West,Gizmo,2.21
341913,North,Gadget,2.59
341914,West,Doohickey,6.46
341915,South,Widget,7.8
341916,East,Doohickey,7.98
341917,West,Doohickey,3.16
341918,West,Gadget,5.9
341919,West,Gizmo,4.55
341920,South,Gizmo,7.14
341921,West,Doohickey,8.98
341922,East,Gadget,3.22
341923,North,Gizmo,0.53
341924,West,Gadget,3.24
341925,East,Widget,2.69
341926,East,Doohickey,0.33
341927,North,Doohickey,6.8
341928,North,Gizmo,1.81
341929,East,Widget,6.97
341930,North,Gadget,4.44
341931,East,Gadget,5.73
341932,West,Gadget,4.83
341933,West,Doohickey,0.72
341934,East,Widget,1.61
341935,North,Widget,2.34
341936,South,Gizmo,0.47
341937,South,Gadget,4.02
341938,South,Doohickey,5.2
341939,East,Gadget,1.76
341940,West,Doohickey,8.01
341941,South,Gizmo,7.27
341942,North,Widget,0.24
341943,West,Doohickey,9.48
341944,East,Widget,0.02
341945,East,Widget,2.39
341946,South,Gizmo,7.18
341947,West,Widget,3.58
341948,South,Widget,6.67
341949,North,Gadget,6.36
341950,East,Gizmo,1.03
341951,West,Gadget,0.36
341952,West,Gadget,9.29
341953,West,Gadget,0.03
341954,North,Gizmo,4.27
341955,West,Widget,7.6
341956,West,Gadget,2.96
341957,West,Doohickey,7.51
341958,East,Gizmo,4.69
341959,West,Gizmo,2.05
341960,East,Doohickey,0.34
341961,North,Gadget,3.98
341962,North,Doohickey,1.36
341963,South,Widget,0.2
341964,North,Widget,1.45
341965,North,Gizmo,2.33
341966,East,Widget,5.06
341967,West,Gizmo,3.92
341968,South,Widget,6.66
341969,South,Widget,1.37
341970,West,Gadget,1.28
341971,South,Doohickey,5.17
341972,West,Widget,2.61
341973,South,Doohickey,1.12
341974,South,Gadget,7.05
341975,North,Widget,6.26
341976,East,Doohickey,3.25
341977,South,Widget,2.88
341978,North,Doohickey,4.91
341979,West,Widget,4.85
341980,East,Gizmo,0.77
341981,East,Gizmo,4.53
341982,East,Gizmo,0.12
341983,North,Gadget,5.24
341984,North,Doohickey,3.65
341985,North,Doohickey,3.83
341986,South,Gizmo,9.46
341987,South,Widget,0.1
341988,East,Doohickey,1.46
341989,East,Doohickey,5.22
341990,West,Widget,2.64
341991,East,Gadget,9.14
341992,South,Doohickey,8.85
341993,North,Gizmo,7.73
341994,North,Gizmo,9.9
341995,West,Widget,4.03
341996,North,Doohickey,3.15
341997,South,Gizmo,4.62
341998,South,Gadget,1.64
341999,West,Gizmo,0.86
342000,East,Widget,3.14
342001,East,Gizmo,7.39
342002,North,Doohickey,8.58
342003,South,Doohickey,4.57
342004,South,Gizmo,8.44
342005,North,Doohickey,9.66
342006,West,Gadget,3.5
342007,South,Gizmo,1.72
342008,North,Widget,1.9
342009,West,Widget,8.64
342010,South,Gizmo,7.98
342011,North,Gadget,0.78
342012,East,Doohickey,9.67
342013,South,Gadget,4.63
342014,South,Gizmo,0.1
342015,North,Gizmo,1.57
342016,East,Widget,6.2
342017,West,Gizmo,1.45
342018,West,Doohickey,1.63
342019,West,Doohickey,7.94
342020,West,Widget,3.87
342021,East,Widget,2.95
342022,East,Widget,5.7
342023,East,Gadget,0.18
342024,North,Doohickey,9.45
342025,North,Gizmo,3.72
342026,East,Doohickey,8.25
342027,North,Doohickey,6.48
342028,West,Gizmo,2.23
342029,East,Doohickey,4.11
342030,North,Gizmo,9.54
342031,North,Gizmo,4.87
342032,North,Widget,0.88
342033,East,Gadget,2.56
342034,North,Widget,3.94
342035,East,Gadget,9.7
342036,East,Gizmo,8.91
342037,South,Gizmo,0.57
342038,East,Gadget,9.03
342039,West,Widget,9.53
342040,North,Widget,0.91
342041,West,Doohickey,8.08
342042,North,Gadget,7.66
342043,West,Widget,5.19
342044,North,Doohickey,4.27
342045,North,Doohickey,9.72
342046,South,Gadget,8.63
342047,North,Doohickey,9.86
342048,North,Widget,3.57
342049,North,Doohickey,4.73
342050,South,Widget,4.81
342051,North,Gizmo,5.14
342052,East,Doohickey,7.55
342053,West,Widget,5.88
342054,South,Widget,9.39
342055,East,Gadget,9.85
342056,South,Gizmo,0.63
342057,North,Gadget,5.26
342058,North,Widget,3.94
342059,South,Widget,0.4
342060,North,Doohickey,3.94
342061,South,Widget,7.34
342062,South,Widget,4.15
342063,South,Widget,4.7
342064,West,Widget,2.85
342065,North,Widget,2.08
342066,West,Widget,1.72
342067,South,Gizmo,3.32
342068,East,Gadget,1.05
342069,North,Gadget,3.46
342070,East,Widget,3.45
342071,East,Widget,4.88
342072,South,Widget,3.0
342073,South,Widget,1.3
342074,East,Gizmo,0.96
342075,West,Gadget,4.39
342076,North,Gizmo,9.85
342077,North,Gizmo,6.74
342078,North,Gadget,7.02
342079,West,Doohickey,6.55
342080,West,Widget,5.83
342081,North,Widget,4.17
342082,East,Doohickey,6.92
342083,North,Gizmo,7.67
342084,South,Gadget,4.93
342085,East,Doohickey,5.01
342086,East,Widget,6.01
342087,North,Gizmo,3.26
342088,West,Doohickey,0.02
342089,West,Gizmo,1.19
342090,West,Widget,6.67
342091,North,Doohickey,0.0
342092,South,Gizmo,9.27
342093,South,Gizmo,8.63
342094,South,Gadget,0.85
342095,North,Widget,3.96
342096,West,Widget,6.94
342097,South,Gadget,3.67
342098,East,Gadget,6.65
342099,South,Widget,9.03
342100,South,Gizmo,8.38
342101,South,Gadget,7.7
342102,North,Gadget,9.75
342103,East,Widget,2.23
342104,North,Gadget,1.42
342105,East,Widget,7.88
342106,East,Gizmo,3.45
342107,East,Widget,4.96
342108,East,Doohickey,8.85
342109,East,Doohickey,4.35
342110,East,Widget,2.95
342111,South,Doohickey,1.86
342112,West,Doohickey,9.33
342113,East,Doohickey,6.68
342114,West,Widget,2.69
342115,West,Widget,1.21
342116,East,Gizmo,6.3
342117,North,Widget,5.04
342118,South,Doohickey,7.5
342119,East,Doohickey,3.73
342120,North,Gadget,7.22
342121,North,Doohickey,3.77
342122,East,Widget,1.07
342123,South,Gizmo,8.69
342124,North,Gadget,7.82
342125,South,Widget,7.92
342126,East,Widget,7.85
342127,South,Gadget,8.93
342128,South,Doohickey,8.68
342129,East,Gizmo,5.4
342130,East,Gizmo,6.62
342131,South,Gadget,9.05
342132,East,Gizmo,3.7
342133,South,Doohickey,0.24
342134,West,Doohickey,6.99
342135,North,Gadget,3.18
342136,East,Doohickey,2.82
342137,East,Gadget,4.7
342138,West,Gizmo,2.06
342139,West,Gadget,1.59
342140,East,Gizmo,3.7
342141,North,Gadget,0.73
342142,East,Widget,3.33
342143,North,Doohickey,7.58
342144,North,Doohickey,9.52
342145,North,Doohickey,3.44
342146,North,Gadget,6.38
342147,West,Gadget,8.99
342148,West,Widget,2.67
342149,West,Doohickey,2.11
342150,East,Doohickey,8.18
342151,South,Widget,0.6
342152,South,Gizmo,6.62
342153,West,Widget,6.45
342154,West,Gadget,9.58
342155,South,Gizmo,6.87
342156,South,Widget,0.55
342157,North,Gizmo,8.58
342158,North,Gizmo,8.96
342159,South,Doohickey,6.36
342160,North,Doohickey,4.09
342161,North,Doohickey,3.5
342162,East,Widget,5.5
342163,South,Gizmo,2.08
342164,South,Gizmo,1.87
342165,South,Gadget,3.39
342166,West,Gadget,3.01
342167,North,Doohickey,4.28
342168,South,Widget,0.05
342169,West,Gizmo,3.73
342170,South,Widget,7.89
342171,South,Gizmo,4.85
342172,East,Widget,9.62
342173,West,Gizmo,1.39
342174,North,Doohickey,7.11
342175,West,Gadget,4.89
342176,South,Gadget,3.7
342177,North,Widget,7.67
342178,South,Doohickey,4.66
342179,East,Gadget,9.61
342180,South,Widget,8.5
342181,South,Doohickey,1.67
342182,West,Doohickey,7.65
342183,South,Widget,7.03
342184,East,Widget,0.22
342185,East,Gadget,1.69
342186,South,Gizmo,5.2
342187,South,Widget,9.76
342188,North,Widget,2.63
342189,East,Gadget,5.23
342190,South,Doohickey,6.46
342191,North,Doohickey,1.3
342192,South,Gizmo,2.51
342193,East,Widget,0.15
342194,West,Doohickey,5.94
342195,South,Widget,1.09
342196,West,Gizmo,2.7
342197,West,Gadget,2.68
342198,West,Widget,7.31
342199,South,Widget,4.79
342200,East,Gadget,4.95
342201,South,Gadget,9.89
342202,East,Widget,9.07
342203,North,Gizmo,9.05
342204,North,Gizmo,7.43
342205,East,Doohickey,7.0
342206,North,Gizmo,8.07
342207,North,Doohickey,2.15
342208,South,Gizmo,3.92
342209,East,Doohickey,2.48
342210,North,Doohickey,9.39
342211,West,Doohickey,4.85
342212,South,Gadget,4.58
342213,North,Doohickey,6.26
342214,North,Gizmo,3.52
342215,North,Widget,7.87
342216,North,Doohickey,0.41
342217,East,Doohickey,8.8
342218,West,Gizmo,4.34
342219,West,Doohickey,5.22
342220,West,Gizmo,6.25
342221,South,Gizmo,1.52
342222,South,Doohickey,3.86
342223,West,Widget,4.89
342224,East,Gadget,9.38
342225,North,Doohickey,1.32
342226,East,Gizmo,2.21
342227,West,Gadget,1.1
342228,North,Widget,3.66
342229,North,Doohickey,4.63
342230,South,Doohickey,3.85
342231,South,Widget,4.56
342232,East,Widget,1.18
342233,West,Gadget,8.81
342234,South,Gizmo,3.5
342235,North,Widget,0.06
342236,West,Gizmo,6.37
342237,North,Doohickey,1.17
342238,South,Gizmo,7.66
342239,South,Doohickey,2.75
342240,East,Gizmo,9.74
342241,North,Widget,8.66
342242,North,Doohickey,0.42
342243,North,Gadget,7.47
342244,East,Gadget,0.83
342245,North,Gadget,3.34
342246,West,Gadget,4.27
342247,West,Widget,7.4
342248,North,Gizmo,2.83
342249,South,Widget,1.7
342250,West,Doohickey,9.61
342251,North,Doohickey,1.53
342252,South,Gizmo,3.4
342253,East,Gizmo,7.99
342254,West,Widget,8.73
342255,East,Widget,2.21
342256,East,Widget,9.07
342257,South,Gadget,4.58
342258,South,Gadget,2.97
342259,South,Widget,7.06
342260,North,Gadget,2.8
342261,North,Gadget,4.58
342262,West,Widget,3.86
342263,East,Doohickey,1.78
342264,West,Gizmo,7.03
342265,East,Doohickey,4.66
342266,West,Gizmo,1.7
342267,South,Gizmo,3.04
342268,South,Doohickey,6.92
342269,South,Doohickey,8.3
342270,East,Widget,7.79
342271,North,Gizmo,2.9
342272,West,Doohickey,1.04
342273,North,Widget,2.49
342274,East,Doohickey,8.44
342275,North,Gizmo,9.02
342276,South,Widget,9.09
342277,East,Gizmo,3.09
342278,East,Doohickey,2.08
342279,North,Doohickey,7.19
342280,East,Gadget,9.12
342281,North,Gadget,6.77
342282,East,Doohickey,2.66
342283,North,Doohickey,5.24
342284,West,Widget,8.74
342285,West,Widget,9.84
342286,South,Gadget,5.53
342287,North,Widget,0.05
342288,South,Widget,7.69
342289,East,Gadget,6.89
342290,East,Gadget,4.14
342291,South,Doohickey,1.6
342292,East,Gizmo,1.48
342293,North,Widget,4.51
342294,North,Gadget,8.61
342295,South,Gizmo,0.84
342296,South,Gadget,8.23
342297,South,Gadget,7.99
342298,West,Widget,9.64
342299,East,Gizmo,0.35
342300,East,Gadget,3.59
342301,East,Gizmo,1.37
342302,East,Doohickey,3.65
342303,West,Gizmo,9.42
342304,South,Doohickey,0.85
342305,West,Gizmo,3.58
342306,South,Gadget,7.78
342307,South,Gizmo,7.68
342308,North,Widget,5.96
342309,South,Gizmo,6.24
342310,East,Widget,5.58
342311,West,Gizmo,3.9
342312,North,Widget,9.81
342313,South,Doohickey,0.67
342314,East,Gadget,6.97
342315,East,Gadget,8.96
342316,South,Doohickey,2.36
342317,West,Gadget,4.78
342318,South,Widget,8.4
342319,East,Gadget,4.74
342320,North,Gadget,5.9
342321,South,Widget,2.44
342322,West,Gizmo,1.64
342323,North,Gizmo,2.88
342324,South,Gadget,7.22
342325,West,Widget,0.83
342326,South,Gadget,2.32
342327,West,Gizmo,0.12
342328,West,Gadget,0.78
342329,South,Doohickey,3.51
342330,West,Gizmo,1.53
342331,West,Gadget,9.32
342332,West,Gadget,7.76
342333,South,Widget,9.75
342334,West,Gadget,6.55
342335,North,Doohickey,7.61
342336,North,Gadget,8.17
342337,North,Gadget,2.66
342338,South,Widget,9.19
342339,South,Gadget,6.05
342340,South,Widget,5.59
342341,East,Doohickey,1.84
342342,East,Doohickey,2.7
342343,East,Widget,7.08
342344,North,Gadget,7.06
342345,West,Gizmo,8.12
342346,West,Gizmo,0.67
342347,West,Doohickey,9.17
342348,North,Gizmo,2.61
342349,North,Widget,0.81
342350,West,Gizmo,3.98
342351,East,Doohickey,9.98
342352,East,Widget,1.72
342353,West,Widget,0.45
342354,North,Gizmo,4.27
342355,North,Widget,2.39
342356,East,Gizmo,6.5
342357,North,Gadget,2.22
342358,West,Gadget,4.87
342359,East,Doohickey,9.82
342360,South,Gizmo,3.72
342361,South,Gizmo,7.92
342362,West,Doohickey,2.61
342363,East,Gizmo,0.04
342364,North,Doohickey,0.47
342365,South,Gizmo,7.02
342366,North,Widget,6.66
342367,West,Widget,9.02
342368,South,Gizmo,0.75
342369,East,Gadget,9.37
342370,West,Doohickey,2.71
342371,South,Gizmo,8.95
342372,North,Gizmo,2.49
342373,East,Gadget,5.14
342374,West,Widget,3.51
342375,East,Gizmo,7.02
342376,North,Gadget,7.51
342377,East,Gadget,9.73
342378,West,Gadget,9.34
342379,West,Widget,4.05
342380,South,Gizmo,8.93
342381,West,Gizmo,4.04
342382,East,Doohickey,4.22
342383,North,Gizmo,4.62
342384,South,Widget,3.36
342385,South,Gadget,2.98
342386,North,Gizmo,6.49
342387,West,Doohickey,2.75
342388,South,Gadget,7.6
342389,East,Widget,7.41
342390,South,Widget,4.67
342391,East,Doohickey,9.73
342392,West,Doohickey,1.99
342393,North,Gizmo,7.69
342394,East,Doohickey,2.01
342395,East,Widget,3.22
342396,West,Widget,5.25
342397,South,Gizmo,8.79
342398,South,Widget,5.92
342399,West,Widget,9.27
342400,South,Gadget,7.94
342401,East,Doohickey,0.13
342402,East,Doohickey,0.42
342403,North,Gizmo,1.28
342404,North,Gizmo,4.39
342405,North,Gadget,5.33
342406,North,Widget,2.97
342407,North,Gadget,2.5
342408,West,Gadget,5.09
342409,South,Doohickey,9.82
342410,East,Widget,8.85
342411,South,Gizmo,1.27
342412,South,Doohickey,4.63
342413,North,Gadget,6.53
342414,East,Doohickey,9.21
342415,North,Gizmo,0.51
342416,South,Doohickey,2.0
342417,North,Gizmo,2.72
342418,West,Gadget,1.24
342419,West,Doohickey,5.57
342420,East,Doohickey,3.36
342421,North,Gadget,3.05
342422,East,Widget,1.46
342423,West,Gadget,7.09
342424,West,Doohickey,9.22
342425,East,Widget,6.94
342426,West,Gizmo,5.55
342427,West,Gizmo,7.96
342428,South,Widget,0.9
342429,North,Widget,0.51
342430,North,Gizmo,0.76
342431,East,Gadget,5.86
342432,East,Doohickey,3.48
342433,West,Gadget,5.91
342434,South,Gadget,9.3
342435,North,Widget,5.77
342436,West,Widget,4.97
342437,South,Gizmo,3.43
342438,West,Gadget,3.8
342439,South,Gadget,8.66
342440,South,Doohickey,3.83
342441,South,Doohickey,4.22
342442,West,Gadget,8.16
342443,South,Gizmo,5.83
342444,South,Widget,9.73
342445,South,Gizmo,4.07
342446,South,Gadget,9.96
342447,East,Widget,0.27
342448,South,Widget,4.63
342449,East,Widget,0.88
342450,West,Widget,2.73
342451,North,Gizmo,9.19
342452,North,Doohickey,4.05
342453,West,Doohickey,1.44
342454,North,Gizmo,9.11
342455,North,Widget,4.41
342456,East,Widget,0.54
342457,South,Widget,5.17
342458,East,Doohickey,8.51
342459,South,Gizmo,9.59
342460,West,Gadget,4.35
342461,West,Widget,5.26
342462,North,Gadget,4.98
342463,North,Doohickey,6.01
342464,North,Doohickey,8.32
342465,North,Widget,0.05
342466,South,Gadget,4.03
342467,South,Widget,0.84
342468,South,Gizmo,6.77
342469,West,Gizmo,0.01
342470,North,Widget,9.24
342471,East,Doohickey,4.79
342472,East,Widget,0.67
342473,East,Widget,8.09
342474,West,Gadget,2.11
342475,South,Doohickey,7.86
342476,South,Gadget,3.76
342477,South,Widget,3.98
342478,East,Gizmo,1.25
342479,West,Gadget,5.13
342480,South,Gizmo,6.87
342481,West,Doohickey,4.89
342482,West,Widget,9.29
342483,West,Gizmo,6.54
342484,East,Doohickey,0.13
342485,East,Doohickey,8.4
342486,North,Gadget,8.48
342487,East,Doohickey,7.2
342488,South,Doohickey,5.39
342489,South,Widget,5.13
342490,East,Gadget,8.51
342491,North,Gadget,7.49
342492,North,Gizmo,3.45
342493,North,Gizmo,1.58
342494,South,Gizmo,2.53
342495,North,Gadget,4.41
342496,South,Gizmo,3.41
342497,West,Doohickey,6.09
342498,East,Gadget,9.79
342499,West,Gizmo,8.41
342500,East,Widget,3.9
342501,East,Gadget,3.09
342502,East,Gadget,5.91
342503,South,Widget,2.14
342504,East,Widget,8.26
342505,South,Doohickey,3.73
342506,West,Doohickey,4.25
342507,East,Doohickey,0.4
342508,East,Doohickey,8.58
342509,North,Gizmo,2.99
342510,South,Doohickey,4.4
342511,North,Gadget,2.75
342512,West,Widget,5.73
342513,South,Gizmo,6.33
342514,South,Gadget,6.17
342515,East,Gizmo,2.96
342516,West,Gadget,5.11
342517,North,Gadget,1.1
342518,North,Gizmo,0.14
342519,South,Doohickey,1.89
342520,North,Gadget,0.35
342521,South,Gadget,0.63
342522,South,Widget,8.25
342523,North,Doohickey,2.85
342524,North,Gizmo,9.76
342525,West,Gadget,1.31
342526,North,Widget,0.32
342527,South,Doohickey,1.12
342528,East,Gizmo,2.57
342529,South,Gadget,5.54
342530,North,Gizmo,5.08
342531,North,Gadget,1.67
342532,South,Gizmo,4.95
342533,East,Doohickey,5.9
342534,East,Doohickey,6.6
342535,West,Gadget,1.73
342536,East,Doohickey,7.81
342537,North,Gadget,8.37
342538,North,Gizmo,9.69
342539,South,Gizmo,7.27
342540,South,Gadget,1.18
342541,West,Gadget,4.97
342542,West,Doohickey,0.13
342543,West,Doohickey,5.0
342544,North,Doohickey,2.49
342545,South,Gadget,8.63
342546,West,Doohickey,8.33
342547,South,Doohickey,3.99
342548,East,Gizmo,8.32
342549,East,Doohickey,5.79
342550,South,Gadget,7.29
342551,West,Doohickey,3.58
342552,East,Widget,1.95
342553,East,Gizmo,4.31
342554,West,Gadget,8.41
342555,North,Doohickey,6.56
342556,North,Gadget,1.4
342557,East,Gadget,7.33
342558,South,Widget,1.07
342559,North,Widget,9.3
342560,South,Gizmo,5.22
342561,North,Doohickey,5.75
342562,East,Widget,4.54
342563,East,Gizmo,2.94
342564,West,Gizmo,5.73
342565,North,Gizmo,4.72
342566,North,Gadget,3.09
342567,East,Gizmo,2.19
342568,South,Gizmo,1.85
342569,West,Gadget,2.05
342570,West,Doohickey,7.83
342571,South,Gadget,0.86
342572,South,Doohickey,6.5
342573,West,Doohickey,8.8
342574,South,Gadget,1.32
342575,West,Widget,5.8
342576,West,Doohickey,5.48
342577,East,Widget,4.99
342578,West,Gadget,3.28
342579,East,Gizmo,3.16
342580,South,Gizmo,7.77
342581,South,Gizmo,5.7
342582,West,Widget,8.49
342583,East,Widget,3.84
342584,East,Gadget,9.45
342585,North,Doohickey,5.5
342586,East,Widget,0.36
342587,North,Doohickey,6.94
342588,North,Gadget,5.84
342589,South,Doohickey,1.46
342590,North,Gadget,6.05
342591,North,Doohickey,3.07
342592,East,Gizmo,9.29
342593,East,Gizmo,7.68
342594,South,Widget,1.75
342595,North,Gadget,1.47
342596,West,Doohickey,2.11
342597,East,Doohickey,6.66
342598,North,Widget,8.93
342599,North,Doohickey,7.52
342600,East,Widget,7.1
342601,South,Gadget,5.34
342602,East,Doohickey,5.25
342603,North,Doohickey,9.92
342604,South,Widget,0.25
342605,West,Gizmo,6.17
342606,North,Gizmo,5.89
342607,North,Gadget,8.93
342608,South,Gadget,2.87
342609,East,Widget,6.1
342610,North,Gadget,3.88
342611,South,Widget,9.88
342612,East,Doohickey,2.91
342613,North,Doohickey,8.81
342614,East,Gizmo,0.52
342615,South,Doohickey,8.58
342616,West,Doohickey,7.69
342617,East,Gizmo,8.01
342618,North,Doohickey,9.06
342619,North,Doohickey,7.63
342620,South,Gadget,2.73
342621,North,Widget,2.2
342622,West,Gadget,7.98
342623,North,Gizmo,5.33
342624,West,Gizmo,3.93
342625,North,Widget,3.73
342626,East,Gizmo,2.05
342627,North,Gizmo,1.23
342628,South,Doohickey,2.83
342629,North,Gizmo,7.51
342630,South,Gadget,2.32
342631,South,Gizmo,4.95
342632,West,Widget,7.23
342633,West,Widget,7.22
342634,West,Gizmo,8.49
342635,East,Doohickey,7.39
342636,East,Doohickey,1.7
342637,East,Gizmo,9.36
342638,West,Widget,9.52
342639,West,Doohickey,5.82
342640,West,Gadget,5.52
342641,North,Doohickey,8.01
342642,South,Widget,1.16
342643,North,Doohickey,7.16
342644,West,Widget,7.48
342645,East,Gizmo,5.66
342646,South,Gadget,1.16
342647,West,Widget,5.81
342648,East,Doohickey,9.9
342649,South,Gizmo,7.94
342650,West,Gadget,5.83
342651,South,Widget,5.34
342652,North,Gadget,6.68
342653,South,Widget,2.59
342654,North,Gadget,3.77
342655,South,Gadget,5.51
342656,South,Gadget,2.4
342657,East,Gizmo,5.55
342658,West,Gizmo,5.35
342659,South,Gizmo,8.74
342660,North,Widget,2.34
342661,West,Widget,9.53
342662,North,Gizmo,8.86
342663,North,Gizmo,2.75
342664,West,Gadget,5.7
342665,East,Gizmo,2.88
342666,East,Doohickey,6.84
342667,East,Gadget,8.22
342668,East,Widget,6.53
342669,North,Doohickey,9.1
342670,North,Doohickey,8.57
342671,South,Doohickey,3.41
342672,West,Doohickey,9.8
342673,South,Widget,9.92
342674,East,Widget,7.11
342675,East,Gadget,9.49
342676,South,Gizmo,2.31
342677,East,Widget,7.18
342678,North,Gadget,2.04
342679,North,Widget,3.48
342680,South,Widget,0.49
342681,East,Doohickey,1.5
342682,East,Gizmo,1.16
342683,South,Gadget,7.71
342684,West,Widget,0.12
342685,South,Gadget,7.99
342686,East,Gadget,7.38
342687,West,Doohickey,7.46
342688,North,Doohickey,4.85
342689,East,Gadget,1.84
342690,West,Gizmo,8.95
342691,South,Gizmo,0.91
342692,West,Gizmo,3.56
342693,South,Doohickey,9.27
342694,East,Gadget,4.38
342695,East,Widget,8.0
342696,North,Gadget,8.59
342697,East,Gizmo,1.51
342698,South,Widget,5.21
342699,East,Gadget,7.18
342700,South,Gizmo,9.59
342701,North,Doohickey,2.36
342702,East,Widget,2.8
342703,North,Widget,1.89
342704,West,Gadget,0.35
342705,West,Gadget,1.99
342706,North,Gizmo,7.53
342707,East,Gadget,0.61
342708,South,Widget,8.12
342709,South,Gadget,2.48
342710,South,Gizmo,1.41
342711,East,Gadget,7.28
342712,North,Gizmo,7.88
342713,South,Doohickey,2.83
342714,South,Widget,7.56
342715,North,Gadget,1.08
342716,South,Doohickey,6.06
342717,North,Doohickey,3.93
342718,North,Gadget,2.6
342719,South,Gizmo,7.21
342720,West,Gadget,1.14
342721,North,Gadget,6.2
342722,South,Doohickey,0.34
342723,East,Gizmo,2.8
342724,West,Doohickey,0.73
342725,East,Doohickey,5.36
342726,South,Gadget,7.76
342727,East,Gizmo,4.45
342728,South,Gadget,7.36
